Text,Type
"Thank you for your message.

We're very sorry to hear that. We extremely advise that you stop using them anymore to avoid further irritation. I have sent you a return label in a separate email. Please print it out and attach it on the outside of the package. You can drop it off at any USPS location. Once we have received and processed the return package, you will receive an email notification on the refund. Please let me know if there is anything else I can help you with. Thank you so much for shopping with us.

Again, we're very sorry about the circumstances.

Best,
Zee
",False Positives 
"Dear

A

In appreciation for participating, we will enter all students who complete the survey by April 20th into a drawing for 1 of 15 bookstore gift cards worth $50 each. Your chances of winning depend on how many complete the survey; the last time we administered this survey about 428 students responded.
Take the Survey

For help with logging into the survey or to find answers to a variety of other questions, please contact NSSE. More information about NSSE is at nsse.indiana.edu. If you have other questions, please contact Kevin Saunders at kevin.saunders@drake.edu or 515-271-1984.

Thank you in advance for taking a few moments to reflect on your experiences and help us strengthen Drake University!

Sincerely,

Marty Martin
President

Sue Mattison
Provost

If you have problems accessing the survey above, please follow these instructions:

In your Web browser, type: nssesurvey.org
In the Login ID box, enter: NA7E78B182

If you prefer to contact us by email, please send messages to help@nssesurvey.org.

If you do not wish to participate in this study, please click on the survey link and select the button marked “I do not wish to participate.”",False Positives 
"Hi,
 
Happy Friday! You previously applied to our Data Analytics Analyst (Life Companies) opportunity with Brendan McCallum. Brendan was impressed with your application & shared it with another hiring manager for a different position he thinks you could be a good fit for if you’re interested. This position is called a Life Product Support Analyst reporting to Mike Staudacher. Here is the direct link to learn more about the opportunity: https://fbfs.csod.com/ux/ats/careersite/1/home/requisition/3311?c=fbfs              
 
Please let me know either way if you are interested. If you are, I can move your application without you having to go through the application process again.  
 
We look forward to hearing from you. Thanks so much!
 
Grace Telling
Talent Acquisition Specialist
Farm Bureau Financial Services
5400 University Avenue, West Des Moines, IA  50266
Ph: 515-226-6466
www.fbfscareers.com",False Positives 
"I hope you’ve had a great summer. I’m just getting back to work from maternity leave and saw that you were offered part time employment with Wellmark this fall! Congrats! I’d love to find time to catch up, hear how your year-end project wrapped up last year and what’s going on for your junior year! Let me know when might be a good time to catch up.

Have a great weekend!",False Positives 
"Fall 2022 Registration
Registration Date - Be on the lookout for an email from the Registrar's Office that has your specific registration date and time. 
Holds - Double check your holds via Self-Service. Take care of holds as soon as possible. REMINDER: Student-athlete holds remain on your account until registration. 
Advising - Schedule an appointment with your on-campus advisor as soon as possible. 
We in athletics cannot advise you on what classes to take. Ask questions to let us know if you are confused or have general questions about the fall semester or how your classes work with practice.
Course Planning Forms are due April 1st at 5:00pm.
Reach out to Jordan if you have questions about the Qualtrics form. 

 
Tutoring & Study Hall

Struggling with a course or just need some extra support? Sign up for tutoring today! 
Click Here for Tutoring
Study Hall Reminders

Normal study hall hours resume this week. 
If you are going to miss study hall due to travel, you need to let Jordan know in advance. 


On-Campus

Campus Events
Click here to see what is happening this week on campus!
Student Resources
Counseling Center - Click Here
ITS Support - Click Here
Student Services - Click Here

Important Dates & Events

March 27 | SAAC Meeting at 7:30p in Olin 206
March 30 | Last Day to Withdraw
April 24-30 | Relays Week
April 25 | Student-Athlete Talent Show
Questions? Contact Us.



Stephanie Sledge - Associate Athletics Director - Student-Athlete Success 
Email: stephanie.sledge@drake.edu
Jordan Prantner - Assistant Director for Student-Athlete Academic Success
Email: jordan.prantner@drake.edu
General Questions? Send them to studentathletesuccess@drake.edu. 

Drake University Drake University Athletics 2507 University Ave, Des Moines, Iowa 50311
Email tickets@drake.edu    Tickets 515-271-3647    Website GoDrakeBulldogs.com",False Positives 
"Out for the rest of the day. :-(

James

Sent from my iPhone",False Positives 
"Hello     

I hope all is going well with you, I am just messaging you as you once applied or took part in our projects, so I thought you might be interested in our new upcoming opportunities, especially a funded trip to Colombia next month.

First off, thanks again for being involved with Gotoco! I write to you from Thailand, where we have just arrived with our first cohort of Trinity CertTESOL trainees—our first group since the pandemic began! We are planning exciting things here for the summer and have a host of other great global initiatives opening elsewhere too. 

There have been quite a few developments with our organisation and project in recent months. We are delighted to now be offering destinations across Europe for the summer (Italy, Spain, Germany, Poland, and more). We also do off-cycle and longer term opportunities in Thailand/Colombia.

Generally, over recent years, we have sought to offer opportunities in East Asia (primarily Mainland China, but also Hong Kong and Japan), but East Asian projects won't run this summer because severe COVID restrictions seem likely to remain in place and these make travel for programmes like ours very challenging. So, East Asian locations are waiting for a future time when COVID restrictions in East Asia relax.

Please read the two points below and be in touch if you'd like to be involved.

1. Final openings for mid-April funded trip to Colombia:

I am just messaging now because we still have a few openings in next month's fully funded Colombia opportunities. If you are at all interested please fill in this form and we can set up an interview. It is a fantastic programme, participants will be working with the YMCA charity in Bogoá, delivering English classes and getting Trinity CertTESOL trained (all funded and free). We have similar projects upcoming in May and June too. 

2. Summer programme list now published:

Our programme list is now published for all Gotoco'ers that have held a position with us for this summer. We have fantastic opportunities running this summer, across Europe (Italy, Spain, Poland, Germany, Switzerland..), Thailand, Palestine, & Colombia. At this link you can read up on all of them and advise us which ones you'd like to do.

If you wish, you can join us in Colombia from April and also summer somewhere else, so please take a look at the above opportunities to see if you are interested. 

A reminder on eligibility: these programmes are supported by the UK government, and are open for all UK and Republic of Ireland residents/citizens (including anyone on long-stay visas, such as student visas in these countries). On the programmes, you will teach English while working towards a funded TEFL certificate, your return flights, meals and accommodation are all funded. For those that aren't eligible through a link to the UK or Ireland, we are offering similar summer opportunities in the UK, so please join us in the UK this summer (check out the link above and advise us there if you are interested).

Thanks for reading this far. Looking forward to chatting soon!

Best wishes,

Danny

Daniel Parrott

Gotoco Director
www.go-to.co

 

Check out our main social pages on Facebook and Instagram, we also sometimes use Youtube, Twitter, and even Linkedin!

Gotoco is an award-winning, highly rated, certified social enterprise. We are rated highly by the 1,000s of participants that have taken part in programmes with us. We are award winning, for our work we have been shortlisted for various awards. For our efforts in building a community of young China watchers and offering support to educational institutions across China, we are finalists in the China Social Impact Awards, an award organised by the British Chamber of Commerce in China in partnership with the United Nations. For our TEFL and initiatives, we are bronze award winners for Best Educational Product with the British Youth Travel Awards. While for our provision of summer internships in China we were granted Gold Star Host status by the University of Oxford, and we've been voted most fun in the Teach Abroad category in the Go Overseas Community Choice Awards! Check out our hundreds of 5star reviews on Trustpilot!

FYI: This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed.",False Positives 
"Your updates
Messages
New message from Timothy Knepper 
INTRO TO WORLD RELIGIONS - SP22 - 12175 (202220-REL-003-12175-WEB)
 
Discussions
101 new posts 
INTRO TO WORLD RELIGIONS - SP22 - 12175 (202220-REL-003-12175-WEB)
 
Other new content
REL 003 Week 10 Paper instructions.pdf added 
INTRO TO WORLD RELIGIONS - SP22 - 12175 (202220-REL-003-12175-WEB)
Email brought to you by
Blackboard
Want to change how you receive these emails?
Manage your notification settings",False Positives 
"Good Afternoon,

I hope you have a safe and fun St. Patties Day! I’m reaching out to see what your plans are for after graduation. Have your original plans changed? I wanted to provide an opportunity that you may not know about, pathway to becoming a leader of Marines!  As a college graduate, you can use your degree to become an officer in the United States Marine Corps.  Officers are leaders that use their education and experiences to train, develop, coach and mentor young Marines.


Do you like physical fitness, complex problem-solving, leadership, and decision making?


Do you seek to serve a purpose greater than yourself?

What do you know about Marine Corps Officer Commissioning Programs?

Marine Corps Officers are four-year college graduates who serve in leadership roles and can specialize in nearly any occupation available outside of the Marine Corps.  Officers are employed in management roles, typically providing guidance and oversight to enlisted Marines.

Officers have higher levels of responsibility than enlisted members, and also receive higher pay.  Starting salaries for full-time officers are typically around $55,000-$70,000 with increases tied to promotions.  This pay includes full medical, dental, life insurance. You getting a living allowance as well, which is based on your rank and zip code and is nontaxable. Expect to make near six figures by your fourth year.

Officer Candidates School is one of the premier leadership training courses offered in the world today.  Marine Corps Officer training has given students just like you the leadership skills and experience to go on to successful careers both in the Marine Corps and Corporate America.  If you are mentally, physically, and academically qualified you can apply for Aviation, Ground, or Law programs.  The Marine Corps has over 22 different career specialties to include everything from Public Affairs, Infantry, Intelligence and Logistics and more.

Do you want to find out more?  Call, text, or email me.  Go to the website to watch testimonials and videos from candidates and officers.  You can learn a lot from the website: www.marines.com/officer.

 

Respectfully,
 
SSgt Adam L. Landon
United States Marine Corps
Officer Selection Officer, Iowa City
1150 5th St. Suite 220
Coralville, IA 52241
Office: (319) 354-3802
Cell: (515) 491-9535
https://www.facebook.com/marineofficeriowa/
https://www.marines.com/iowaofficer",False Positives 
"Dear,

Our records indicate that you have either started or completed the Fall 2021 Commuter Application.

If you no longer wish to have a commuter meal plan for the spring semester, you do not need to do anything.

If you are an approved commuter student and wish to have a Spring 2022 meal plan you will need to complete the Spring 2022 Commuter Application and select a meal plan for the Spring Term. 

If you are an athlete that has a meal plan scholarship. Please note that the 125B meal plan is covered under that scholarship. If you select a meal plan other than the 125B you will be responsible for paying the difference.

Please log into MyDrake, click on the fork&knife icon, click on Apply Here, to complete the Spring 2022 Commuter Application and to request a Spring meal plan, if desired.

Any unused fall commuter flex dollars will roll into the spring semester, Only with the purchase of a spring commuter meal plan.

Sincerely,

The Office of Residence Life
Drake University
housing@drake.edu
515-271-3781",False Positives 
"Email Notice to Students
Subject:  Notice of Information Available to Students
To:       Drake Students
From:  Office of Institutional Research and Assessment, Kevin Saunders, Director
RE:      Annual notice to students of available information
 
There is now a new location for required disclosure information specific to Drake University. Drake is required to provide information including, but not limited to, financial assistance opportunities, graduation rates, student loan default rates, crime statistics, campus safety programs, policies related to alcohol and illegal drugs, average student indebtedness and data pertaining to NCAA athletic participation. 
You can find the information here: http://www.drake.edu/info/ (Which is also at the footer of the Drake homepage under “Consumer Information”). Please direct requests for additional information to the Office of Institutional Research and Assessment at (515) 271-1984.
 
 
_______________________________________________________________________
Kevin Saunders (he/him/his), Ph.D.
Director of Institutional Research & Assessment
 
Office of Institutional Research & Assessment | Drake University

T  515-271-1984
E  kevin.saunders@drake.edu
F  515-271-4630
www.drake.edu/oira",False Positives 
"Your lab results are now available on our patient portal!

If you do not have the link for our portal, please visit www.northshoreprimarycare.com

and click on the Patient Portal button.


If you don't want to receive these emails from us in the future, you can Unsubscribe.",False Positives 
"Hello,

Our records show that you may be due for certain procedures and tests. 

Click ""Sign In to MyNM"" to view your information.

Thank you,
Northwestern Medicine

PLEASE DO NOT REPLY TO THIS MESSAGE",False Positives 
"Hi,
Hope you had time to recharge.
Briefing header
Commitments and follow-ups

From your messages
Profile image        
Stephanie Sledge
Microsoft Outlook brand icon        
Classes Spring 2022
5 days ago you asked, ""Please let me know.""
Surfaced by Cortana
Better with Microsoft Viva
The employee experience platform that brings it all together – empowering people and teams to be their best from anywhere.

Viva Connections icon        Viva Insights icon        Viva Learning icon        Viva Topics icon
Viva Connections
Viva Insights
Viva Learning
Viva Topics
Did you find this email helpful? Send feedback
Microsoft Logo
Microsoft Corporation
One Microsoft Way, Redmond, WA 98052, USA
Settings  |  Privacy Statement  |  Unsubscribe
This email is intended for
For people in Canada
This is a mandatory service communication. To set your contact preferences for other communications, visit the Promotional Communications Manager.
Microsoft Canada Inc.
1950 Meadowvale Blvd.
Mississauga, ON L5N 8L9 Canada",False Positives 
"***This Email is from an EXTERNAL source. Ensure you trust this sender before clicking on any links or attachments.***
Hilton Logo

Stay Details
Hilton Garden Inn Chicago Central Loop
Check-Out Date: November 24, 2021 

Hello, 

With so much change in the world, your feedback is more important than ever to ensure we’re providing the service and support you need. 

Recently, we invited you to complete a survey about your stay at Hilton Garden Inn Chicago Central Loop, where you checked out on November 24, 2021.
On this stay, how satisfied were you with your OVERALL EXPERIENCE as a guest?

  Extremely
Dissatisfied	Extremely
Satisfied 
1
2
3
4
5
6
7
8
9
10
We value your opinion and look forward to hearing about your stay. Thank you again for choosing Hilton Garden Inn. The link will expire in 3 days. 

Hilton Garden Inn



 
Please do not ""Reply"" to this invitation. 
Should you have any problems accessing or completing this survey, please e-mail us here.
If you prefer not to receive a survey invitation in the future, you may unsubscribe by clicking here!.",False Positives 
